"id","linnworks_code","product_name","category","supplier","invoice_currency","landed_price_gbp","sp1_value_gbp","sp2_value_gbp","sp3_value_gbp","sale_price_gbp","landed_price_eur","sp1_value_eur","sp2_value_eur","sp3_value_eur","sale_price_euro","import_dates","error"
"1779","CURMARBELAAZTCGLD-9072","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Gold - 90 x 72 Inches (SF1731H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1780","CURMARBELAAZTCGLD-9090","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Gold - 90 x 90 Inches (SF1731I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1781","CURMARBELAAZTCGRY-4554","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 46 x 54 Inches (SF1734A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1782","CURMARBELAAZTCGRY-4672","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 46 x 72 Inches (SF1734B)","Curtains","THREEANG","GBP","21.11","52.78","63.34","84.45","47.99","23.65","65.02","76.85","100.49","59.99",,
"1783","CURMARBELAAZTCGRY-4690","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 46 x 90 Inches (SF1734C)","Curtains","THREEANG","GBP","40.02","100.05","120.06","160.08","59.99","44.82","123.26","145.67","190.5","74.99",,
"1784","CURMARBELAAZTCGRY-6654","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 66 x 54 Inches (SF1734D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1785","CURMARBELAAZTCGRY-6672","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 66 x 72 Inches (SF1734E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1786","CURMARBELAAZTCGRY-6690","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 66 x 90 Inches (SF1734F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1787","CURMARBELAAZTCGRY-9054","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 90 x 54 Inches (SF1734G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1788","CURMARBELAAZTCGRY-9072","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 90 x 72 Inches (SF1734H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1789","CURMARBELAAZTCGRY-9090","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Grey - 90 x 90 Inches (SF1734I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1790","CURMARBELAAZTCMAU-4554","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 46 x 54 Inches (SF1728A)","Curtains","THREEANG","GBP","13.69","34.22","41.06","54.75","35.99","15.33","42.16","49.82","65.15","44.99",,
"1791","CURMARBELAAZTCMAU-4672","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 46 x 72 Inches (SF1728B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1792","CURMARBELAAZTCMAU-4690","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 46 x 90 Inches (SF1728C)","Curtains","THREEANG","GBP","19.43","48.58","58.29","77.72","59.99","21.76","59.84","70.73","92.49","74.99",,
"1793","CURMARBELAAZTCMAU-6654","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 66 x 54 Inches (SF1728D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1794","CURMARBELAAZTCMAU-6672","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 66 x 72 Inches (SF1728E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1795","CURMARBELAAZTCMAU-6690","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 66 x 90 Inches (SF1728F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1796","CURMARBELAAZTCMAU-9054","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 90 x 54 Inches (SF1728G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1797","CURMARBELAAZTCMAU-9072","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 90 x 72 Inches (SF1728H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1798","CURMARBELAAZTCMAU-9090","Marbella Aztec (9545) - Curtain Pair - Pencil Pleat - Mauve - 90 x 90 Inches (SF1728I)","Curtains","THREEANG","GBP","73.89","184.73","221.68","295.57","107.99","82.76","227.59","268.97","351.73","134.99",,
"1799","CURMARBELAAZTCBLU-TIE","Marbella Aztec (9545) - Tie Back Pair - Blue (SF1738)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1800","CURMARBELAAZTCGLD-TIE","Marbella Aztec (9545) - Tie Back Pair - Gold (SF1732)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1801","CURMARBELAAZTCGRY-TIE","Marbella Aztec (9545) - Tie Back Pair - Grey (SF1735)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1802","CURMARBELAAZTCMAU-TIE","Marbella Aztec (9545) - Tie Back Pair - Mauve (SF1729)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1803","CURMARBELAFLORBLU-4554","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 46 x 54 Inches (SF1701A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1804","CURMARBELAFLORBLU-4672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 46 x 72 Inches (SF1701B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1805","CURMARBELAFLORBLU-4690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 46 x 90 Inches (SF1701C)","Curtains","THREEANG","GBP","26.45","66.12","79.34","105.79","59.99","29.62","81.46","96.27","125.89","74.99",,
"1806","CURMARBELAFLORBLU-6654","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 66 x 54 Inches (SF1701D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1807","CURMARBELAFLORBLU-6672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 66 x 72 Inches (SF1701E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1808","CURMARBELAFLORBLU-6690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 66 x 90 Inches (SF1701F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1809","CURMARBELAFLORBLU-9054","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 90 x 54 Inches (SF1701G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1810","CURMARBELAFLORBLU-9072","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 90 x 72 Inches (SF1701H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1811","CURMARBELAFLORBLU-9090","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Blue - 90 x 90 Inches (SF1701I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1812","CURMARBELAFLORGLD-4554","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Gold - 46 x 54 Inches (SF1695A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1813","CURMARBELAFLORGLD-4672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Gold - 46 x 72 Inches (SF1695B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1814","CURMARBELAFLORGLD-4690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Gold - 46 x 90 Inches (SF1695C)","Curtains","THREEANG","GBP","40.02","100.05","120.06","160.08","59.99","44.82","123.26","145.67","190.5","74.99",,
"1815","CURMARBELAFLORGRY-4554","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 46 x 54 Inches (SF1698A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1816","CURMARBELAFLORGRY-4672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 46 x 72 Inches (SF1698B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1817","CURMARBELAFLORGRY-4690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 46 x 90 Inches (SF1698C)","Curtains","THREEANG","GBP","45.82","114.55","137.46","183.28","59.99","51.32","141.13","166.78","218.1","74.99",,
"1818","CURMARBELAFLORGRY-6654","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 66 x 54 Inches (SF1698D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1819","CURMARBELAFLORGRY-6672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 66 x 72 Inches (SF1698E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1820","CURMARBELAFLORGRY-6690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 66 x 90 Inches (SF1698F)","Curtains","THREEANG","GBP","58.87","147.18","176.61","235.48","83.99","65.93","181.32","214.29","280.22","109.99",,
"1821","CURMARBELAFLORGRY-9054","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 90 x 54 Inches (SF1698G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1822","CURMARBELAFLORGRY-9072","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 90 x 72 Inches (SF1698H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1823","CURMARBELAFLORGRY-9090","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Grey - 90 x 90 Inches (SF1698I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1824","CURMARBELAFLORMAU-4554","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 46 x 54 Inches (SF1692A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1825","CURMARBELAFLORMAU-4672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 46 x 72 Inches (SF1692B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1826","CURMARBELAFLORMAU-4690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 46 x 90 Inches (SF1692C)","Curtains","THREEANG","GBP","45.82","114.55","137.46","183.28","59.99","51.32","141.13","166.78","218.1","74.99",,
"1827","CURMARBELAFLORMAU-6654","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 66 x 54 Inches (SF1692D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1828","CURMARBELAFLORMAU-6672","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 66 x 72 Inches (SF1692E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1829","CURMARBELAFLORMAU-6690","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 66 x 90 Inches (SF1692F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1830","CURMARBELAFLORMAU-9054","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 90 x 54 Inches (SF1692G)","Curtains","THREEANG","GBP","51.39","128.47","154.16","205.55","83.99","57.55","158.28","187.05","244.61","109.99",,
"1831","CURMARBELAFLORMAU-9072","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 90 x 72 Inches (SF1692H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1832","CURMARBELAFLORMAU-9090","Marbella Floral (9543) - Curtain Pair - Pencil Pleat - Mauve - 90 x 90 Inches (SF1692I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1833","CURMARBELAFLORBLU-TIE","Marbella Floral (9543) - Tie Back Pair - Blue (SF1702)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1834","CURMARBELAFLORGLD-TIE","Marbella Floral (9543) - Tie Back Pair - Gold (SF1696)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1835","CURMARBELAFLORGRY-TIE","Marbella Floral (9543) - Tie Back Pair - Grey (SF1699)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1836","CURMARBELAFLORMAU-TIE","Marbella Floral (9543) - Tie Back Pair - Mauve (SF1693)","Curtains","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","9.99",,
"1837","CURMARBELALEAFBLU-4554","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 46 x 54 Inches (SF1689A)","Curtains","THREEANG","GBP","13.69","34.22","41.06","54.75","35.99","15.33","42.16","49.82","65.15","44.99",,
"1838","CURMARBELALEAFBLU-4672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 46 x 72 Inches (SF1689B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1839","CURMARBELALEAFBLU-4690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 46 x 90 Inches (SF1689C)","Curtains","THREEANG","GBP","45.82","114.55","137.46","183.28","59.99","51.32","141.13","166.78","218.1","74.99",,
"1840","CURMARBELALEAFBLU-6654","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 66 x 54 Inches (SF1689D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1841","CURMARBELALEAFBLU-6672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 66 x 72 Inches (SF1689E)","Curtains","THREEANG","GBP","50.17","125.43","150.51","200.68","71.99","56.19","154.52","182.62","238.81","89.99",,
"1842","CURMARBELALEAFBLU-6690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 66 x 90 Inches (SF1689F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1843","CURMARBELALEAFBLU-9054","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 90 x 54 Inches (SF1689G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1844","CURMARBELALEAFBLU-9072","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 90 x 72 Inches (SF1689H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1845","CURMARBELALEAFBLU-9090","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Blue - 90 x 90 Inches (SF1689I)","Curtains","THREEANG","GBP","83.29","208.22","249.86","333.15","107.99","93.28","256.53","303.17","396.45","134.99",,
"1846","CURMARBELALEAFGLD-4554","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 46 x 54 Inches (SF1683A)","Curtains","THREEANG","GBP","13.69","34.22","41.06","54.75","35.99","15.33","42.16","49.82","65.15","44.99",,
"1847","CURMARBELALEAFGLD-4672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 46 x 72 Inches (SF1683B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1848","CURMARBELALEAFGLD-4690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 46 x 90 Inches (SF1683C)","Curtains","THREEANG","GBP","40.02","100.05","120.06","160.08","59.99","44.82","123.26","145.67","190.5","74.99",,
"1849","CURMARBELALEAFGLD-6654","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 66 x 54 Inches (SF1683D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1850","CURMARBELALEAFGLD-6672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 66 x 72 Inches (SF1683E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1851","CURMARBELALEAFGLD-6690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 66 x 90 Inches (SF1683F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1852","CURMARBELALEAFGLD-9054","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 90 x 54 Inches (SF1683G)","Curtains","THREEANG","GBP","58","145","174","232","119.99","64.96","178.64","211.12","276.08","109.99",,
"1853","CURMARBELALEAFGLD-9072","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 90 x 72 Inches (SF1683H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","129.99","79.25","217.94","257.57","336.82","119.99",,
"1854","CURMARBELALEAFGLD-9090","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Gold - 90 x 90 Inches (SF1683I)","Curtains","THREEANG","GBP","35.96","89.9","107.88","143.84","143.99","40.28","110.76","130.89","171.17","134.99",,
"1855","CURMARBELALEAFGRY-4554","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 46 x 54 Inches (SF1686A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1856","CURMARBELALEAFGRY-4672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 46 x 72 Inches (SF1686B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1857","CURMARBELALEAFGRY-4690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 46 x 90 Inches (SF1686C)","Curtains","THREEANG","GBP","40.02","100.05","120.06","160.08","59.99","44.82","123.26","145.67","190.5","74.99",,
"1858","CURMARBELALEAFGRY-6654","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 66 x 54 Inches (SF1686D)","Curtains","THREEANG","GBP","46.4","116","139.2","185.6","59.99","51.97","142.91","168.9","220.86","74.99",,
"1859","CURMARBELALEAFGRY-6672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 66 x 72 Inches (SF1686E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1860","CURMARBELALEAFGRY-6690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 66 x 90 Inches (SF1686F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1861","CURMARBELALEAFGRY-9054","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 90 x 54 Inches (SF1686G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
"1862","CURMARBELALEAFGRY-9072","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 90 x 72 Inches (SF1686H)","Curtains","THREEANG","GBP","70.76","176.9","212.28","283.04","95.99","79.25","217.94","257.57","336.82","119.99",,
"1863","CURMARBELALEAFGRY-9090","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Grey - 90 x 90 Inches (SF1686I)","Curtains","THREEANG","GBP","35.96","89.9","107.88","143.84","107.99","40.28","110.76","130.89","171.17","134.99",,
"1864","CURMARBELALEAFMAU-4554","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 46 x 54 Inches (SF1680A)","Curtains","THREEANG","GBP","32.48","81.2","97.44","129.92","35.99","36.38","100.04","118.23","154.6","44.99",,
"1865","CURMARBELALEAFMAU-4672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 46 x 72 Inches (SF1680B)","Curtains","THREEANG","GBP","41.3","103.24","123.89","165.18","47.99","46.25","127.19","150.32","196.57","59.99",,
"1866","CURMARBELALEAFMAU-4690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 46 x 90 Inches (SF1680C)","Curtains","THREEANG","GBP","40.02","100.05","120.06","160.08","59.99","44.82","123.26","145.67","190.5","74.99",,
"1867","CURMARBELALEAFMAU-6654","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 66 x 54 Inches (SF1680D)","Curtains","THREEANG","GBP","19.72","49.3","59.16","78.88","59.99","22.09","60.74","71.78","93.87","74.99",,
"1868","CURMARBELALEAFMAU-6672","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 66 x 72 Inches (SF1680E)","Curtains","THREEANG","GBP","56.14","140.36","168.43","224.58","71.99","62.88","172.92","204.36","267.25","89.99",,
"1869","CURMARBELALEAFMAU-6690","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 66 x 90 Inches (SF1680F)","Curtains","THREEANG","GBP","66.12","165.3","198.36","264.48","83.99","74.05","203.65","240.68","314.73","109.99",,
"1870","CURMARBELALEAFMAU-9054","Marbella Leaf (9553) - Curtain Pair - Pencil Pleat - Mauve - 90 x 54 Inches (SF1680G)","Curtains","THREEANG","GBP","58","145","174","232","83.99","64.96","178.64","211.12","276.08","109.99",,
